,GSDMB,TXN,SLC5A1,NSUN3,HSPA13,SOX9,ZKSCAN5,AMACR ,LOC101060275 ,LOC101928625 ,TRIM36,B2M,EEF1A1,SERPINB3,C6,IL13RA1,GLUL,DNAJC6,ARAP1,LYZ,RAD50,PRUNE,LRRC8B,MAP2K4,RGPD3 ,FAM69A,PPP2R1B,TOR1AIP1,TNFRSF1A,ARRB1,ADH6,CASK,CEP57,SET ,HUWE1,ABHD17B,HTRA1,LOC101928826 ,AGPS,KLF5,NR2F1,CWH43,SLC39A14,DCUN1D4,EPAS1,SUGP2,MGAT4A,NNT,RPL23AP32,H3F3A ,GGCX,CIAO1,SET,TRDMT1,CD82,TRIM3,VAMP1,RRAGB,CCDC81,GOSR2,MYO5A,NDNF,SAT1,ARGLU1,NRF1,N4BP2L2,ULK2,RPS25,TRIO,COPS8,IL1RAP,RAB23,CPE,ENSA,UBE3B,ATP2C1,PTMA,SORT1,GLRB,STX3,MAT2A,XRCC4,GPHN,CDC42SE1,MED6,ZFR,HIPK3,FGF14,BCAS1,TMEM110,DNAJC12,ATAD2,ZNF225,RPL27AP ,FUT8,Y16709,MUC4,CDC5L,ABHD6,ST3GAL6,POT1,FKBP1A ,LRRFIP1,NPAS2,HSPA1L,FTL,NFATC2IP,RAB3GAP1,DLAT,YEATS2,TMEM45A,DUSP10,CTSS,CYR61,GAS1,EXOC7,BICC1,BMPR1A,SEC22A,PLEKHS1,IL5RA,LOC100506248 ,NOD2,METTL7A,RPL7,GUSBP11,SQSTM1,LIN7C,CUL5,STAT1,CFLAR,CLGN,TMEM242,SERPINI1,TTC3 ,CD74,ZBTB18,REC8,MARC2,YWHAE,PRSS12
GSM94061,13.3095843260305,23.2729614443881,16.8396729578165,18.5545716822374,15.5283517946905,15.0296099605505,13.37467496277,14.2561098313531,18.9759242326929,19.0098914004195,13.2033109217768,24.4184064630634,25.991411746984,24.6482740423652,17.0537280615495,20.3153146511967,21.8391528927506,15.685609164012899,18.5935970478092,21.620842126714802,18.8899461328112,20.6151786804411,12.0661909979542,18.0727465057537,19.5891408729911,19.1095839093343,17.933663441793797,21.0033303672861,19.2048684100059,17.2115333284308,14.034505976540801,15.8010466875231,11.7208701274354,22.470000760099502,25.1722160181318,18.016756410819703,19.5544016528032,24.5717027841008,16.2485544906222,19.0338342850545,12.2512510863349,15.0786443909307,16.624995124473003,16.0293018302273,23.4522552914668,13.717280354361701,13.5053582769969,14.2745405861208,15.365499649782599,23.0130937961765,17.1297182086022,17.7343747525317,21.4187523202694,15.7457541644066,19.155382720723498,14.977091625475701,15.7867453498306,13.9506007970584,19.8331492868462,14.541847584387998,15.2385910882105,17.2089806741081,22.9219368888237,19.1399612831997,17.5223437642265,17.9244789887265,18.2189933239446,22.5671066892007,17.144433050432,20.620691365002898,16.0206419326422,14.2022877058908,17.1263292508185,22.1574828258497,19.6336183578331,16.900203513496,23.5865327941867,11.4314132361568,16.0251419875084,19.9580337809433,20.702023666454103,15.5086895129872,16.747946612321,20.139699186714203,11.121314910412801,17.7327552209089,15.1990196958991,18.528667980521302,18.9447323533244,17.4620930059979,16.9165272092618,12.8110633058565,11.467956020741902,14.6987074108983,18.5832889543112,22.4016826613715,21.855525006846,19.3779833709007,19.0350624922045,12.908258687848,16.6621967757305,21.3723604483874,19.551970349836402,16.9854544096226,17.3135036585252,24.3482271155372,14.5154239611796,17.7613690328969,17.8653233151614,15.2418368166752,18.5639548561281,15.8341955142753,16.4311772619441,20.9592924440515,13.5113961072551,18.0597905666081,16.9215439622645,17.0581697532476,14.4891252392414,18.456524647956,16.7664337412214,22.4245922178085,16.7974258979404,23.112990162459003,24.641157593205996,18.686035282134,22.0606284893653,14.126570417845501,20.3700561526354,21.6191272130386,18.9126160805781,14.8117831373868,16.954464200516398,16.868510735708,21.4245049518754,23.5830225762202,12.0470353727557,21.2643735887594,15.7341853353776,17.9484719728555,16.9975510253073
GSM94062,14.2765892842091,18.1283318377529,17.8629406105693,18.9006153251843,13.8516747642376,15.420426212787,14.2292711300375,13.2648304910236,17.6986724023414,16.1946586403708,13.120364931169599,21.301044749315498,23.2105801309191,19.801093469061698,17.830832729872,17.8014595939251,18.4009746769392,15.6060117718025,18.7340519906705,17.5337685810247,16.7138852532391,19.2803156103645,12.284954512534501,16.532467379304,19.2265190369681,19.324634315312,17.9669045855962,17.694231949574,19.4599785949435,17.3794422546804,15.0368398606709,16.9770425162915,11.6747457385126,22.864079456957704,24.751964917577,18.4952903886684,19.901002252153297,22.3200789569692,17.2480184664483,13.9789876877801,12.4082340328394,15.718880586175901,17.2819611690323,17.9868741549275,17.6140300560591,14.9779861530695,14.7907429710089,12.4868810608031,15.681324677373102,20.2735016575202,17.544683864733,18.6199516808502,21.4083386873518,15.050498127154901,19.169545234376,15.0525936464363,17.9971060830893,14.056539981535101,17.332100884419702,14.8333644939546,15.0941158908698,18.4763715587954,22.951991841981098,17.1745340053143,18.1484868324054,16.3096141112255,17.657959827528,19.2023403512887,17.7501845042197,18.5188938046009,16.186614445796,15.354027068636,17.3710192560367,20.1276620584565,18.3635099014818,17.3663674666778,22.2198201167385,12.692233219338501,16.0034529963561,19.3981733981802,19.8967423423645,15.1065019299186,17.0710857682859,20.1551110228975,11.7818473193852,17.090403219722198,16.6341592972582,16.1932566707199,17.5120306443573,17.599388543490498,16.1932566707199,13.1337656504094,12.338116644349899,14.7714004441947,17.490939361566,21.5418171573753,14.7508149385495,18.825532533329,18.4915126324014,13.4710670742014,16.8875746638731,19.810417439176,18.8650691496969,18.135857012491602,18.1636264692494,24.7387317087504,15.736780835061099,16.4837550859047,17.9523010626048,15.0375334427693,17.2561859834687,15.8334873009402,11.5935768750443,16.0815669202164,14.338380344566,17.8993897980897,17.7199170132428,17.2168208129425,13.5650606254608,11.5098207010218,17.5324903709881,22.7162741077598,16.9291416489431,17.5120306443573,24.6352050438855,18.8354085439621,19.9302067212455,12.635095876017,18.0617046357533,19.0823631886144,18.4405997287668,14.182849129980399,17.5708986405409,16.1932566707199,18.9642109071624,21.260309526340897,13.1197967529468,20.5950002473894,15.958473780722699,14.1703595872875,16.5131605303569
GSM94063,13.8520426718333,22.2177929424056,17.7143396525569,18.3212503960266,15.5706213763914,15.4382254503899,13.2282300369385,13.9003933992476,19.7038294654735,17.1116762469536,13.6900068377489,24.5019330317872,25.772063936829397,24.363677165574302,16.4367816674357,20.106856064069998,19.5836737744624,14.8365947355771,19.0158754048141,21.3203221286004,18.5985587234061,20.2295134570906,11.9990182913962,16.8613021375922,19.3537816764768,18.963574442256398,17.2031752979235,19.3689520773178,19.5979234395068,16.7249608840124,13.7255667980069,15.2923559202313,11.0996065171969,22.9044752989142,25.3087060175724,17.2349329791627,19.5635540691685,24.6143687672452,15.2813219082749,17.120780712743,12.794215914710701,15.5482479774668,16.7217643955399,16.2070401094859,22.9023301926409,13.336728165774801,13.5798233133446,12.3512606290146,16.0914306897204,22.785253650898998,17.4259968675819,18.007071523834497,21.7246547364647,15.0154664155949,19.243536102695,14.056098599843601,16.382951093849,12.6955912008495,19.8113028815523,14.0495466955157,14.5334464700862,17.6006771552866,23.0776624760166,19.0847645537404,17.9024615808347,17.6814772645405,17.568470619824097,22.5786739506554,16.0327797894008,20.5017492174888,15.8090056832652,13.670452805884299,16.748600430737902,22.574496422162298,19.2521475478984,16.449677843432,23.042875430033,11.5340692951513,15.2654879089887,18.8812984440236,21.117992146879303,14.6963247911322,16.2284977003727,20.4476248955314,11.8615724550091,15.979305560455499,14.4723375691921,15.4955223003467,19.097857345609597,17.5966404414403,16.008761650525102,12.271221779549,11.8033481542445,16.1123689329724,17.8393342547851,22.493533947993498,21.032295989418998,17.2878150756167,18.6692058900804,12.583149562203799,16.046824229968998,20.6972625070263,19.2091683054316,17.4887684612583,17.2483944790203,24.6617080827348,13.998108504169998,16.770819813623802,16.878745310368,15.8337849619304,18.5576409787039,15.521174384042899,14.6174523474909,19.0704902838376,13.4397071885748,18.7748859392792,16.6730579676256,15.8629026077674,14.8846910759959,17.926024471556403,16.5436271093188,22.1138353124725,15.5097582565233,22.4426856173611,24.8066508371808,18.2029914392125,22.0830781955822,13.142450377247298,19.7254415119022,21.6132401748012,17.7763197784147,13.1949782591961,16.8463944357703,16.5878468357389,21.627505629844702,23.2559531554986,11.4431133103301,21.3232628778605,15.822436783964001,12.2623857207007,15.1128513627825
GSM94064,14.3899354178604,20.6383196873154,17.4142185838036,18.9173843026187,15.564349468649901,14.1315827326892,14.4499619438618,14.596084825432001,20.8138228222402,17.270305299621,15.7135570293951,23.6804291019947,25.0810424295452,21.686407008112297,19.5552110125109,18.5673414523626,18.740725207963102,14.7101687064978,19.0828141374687,19.8392601579345,15.795439060179099,19.3828846337363,12.935357732343999,17.5522721891774,18.9014098824373,16.342710029618598,17.8029365394157,18.1243883625861,18.5604233268799,16.768810236627402,16.8780093330017,16.570979144012302,12.3036689540972,21.802157437614298,25.1563378221095,18.9173843026187,20.1074478706024,23.382588500523596,16.510214089381098,16.4556307006463,13.3109898983874,15.956389430636,17.2207903999887,16.0325926383658,20.0351023518496,13.8777401589065,14.686841583763,13.3122631975177,15.0071865138967,22.4898883302631,17.4820179169253,18.529237101298,20.1774192038345,15.8026612329332,19.290283063975,14.9239632683567,17.823892051036502,13.1546086815663,17.6644337064401,14.0425779814204,15.427180271841701,17.6916512872431,22.9282824942101,17.0357795334741,16.6640805299619,17.804947599579,18.218189551680798,20.4104096212504,17.962545180084998,19.179287235293103,16.9108315075383,16.4673909215361,16.868649560853,21.0792743846702,17.4328028170037,17.4076420060185,21.3944985597074,14.3087783240805,17.9443422221814,19.8132858777115,18.743856062033398,14.173534936136,16.6274756260932,18.0342845436171,12.136573572890299,16.828225659130702,15.5140278498129,17.570196352574502,18.3935574639476,16.9139570823212,18.1700591216592,13.6247082077681,11.9047045652313,14.9872264118373,16.8946185070072,21.6797117178969,19.6399056590675,18.3416628725185,17.8974093335458,14.6866573994829,15.9247912159908,18.6329299939559,19.330160911145,17.6151501531445,17.0997857122103,23.980695303419203,16.7691149705568,14.9855417181247,17.746792627790498,15.362993164373,17.5281245194997,16.0283777939597,14.2551218965363,14.742592209003,14.598997784426599,17.8456028383468,16.9967287142912,16.1258455655273,15.2859113158035,17.9108640944079,17.0903126995881,21.5269049319524,15.481383003629901,21.6377901363624,24.0878674479766,16.4465350038583,20.4584584839712,12.929066072701001,18.2549304012909,19.7608152369155,18.5424729537724,15.2979257579823,17.0066723138641,17.2857949151899,20.9374426829025,22.708056329159998,12.679704604724,20.1995596621623,15.4746441879897,13.145784104157801,14.7276903160835
GSM94065,13.8333323129912,23.9567435383716,17.6462890808801,18.7387817437304,15.1485049137674,15.1004908624839,13.1003164609731,13.612734321395902,19.3836648129246,18.6627616736574,13.5741123056082,24.8339367248151,26.1250484031167,24.547185395737202,16.8982732922785,20.3238583496905,20.9030741863927,15.640565815848799,18.5915873827154,21.662778512627302,18.8059784290904,20.641348649343996,11.8376560720242,16.9018621726925,19.697057741067702,19.295234750275,18.0997456254894,20.8011668871678,19.3886381038937,16.717148155405198,13.861418494905799,15.7223685440369,11.1440066046065,22.6692174889379,25.259142270867102,17.6263081945767,19.5637406794299,24.6293775783389,16.8860873243171,18.7476148613116,13.2715324773547,16.50918186241,16.9771120953419,16.7803780004634,22.7025754330636,13.349205371741299,13.630444136376001,13.831687314247601,15.2611325839483,23.0302069810436,17.3067630479702,17.4591533624413,21.1869566773644,15.2604369471991,19.4090162732419,14.5138241873463,16.6248623585685,13.6443671371557,20.6277314255506,14.2095420854999,14.481354192481799,17.4190969386892,22.872239118573198,19.698566994383498,18.057807105903102,17.1870066445443,18.2863127200391,21.882269980266802,16.7985518231716,20.8628867149225,15.3797026693279,14.4965030829242,17.4263102284765,22.239687425891603,19.3179847466697,16.841909621948,23.58319281996,11.880007270961901,15.679190084621899,20.2989264599643,20.4948787649018,15.7729584643802,16.7525505328897,19.9974484705355,11.252688251553899,17.8126728493216,15.2345204579257,18.663694463086,18.697032063726,17.8287747416759,17.9926456871383,12.479947615001802,11.7767482382178,15.292795814097799,18.5361360938674,22.580567593099,22.6850531854108,19.0207633188053,20.2354675559653,13.396921516309801,16.1809294931057,21.7414403688127,19.406589570772603,17.2578169063396,18.1387967031214,25.2618030229543,13.9933693575841,17.1471264441261,17.6310396056067,15.352482754074298,17.3880532270463,16.1802592962063,15.9277037759583,19.5292477465667,13.4970817455185,17.985116220505898,17.4158064131128,16.8690678756368,13.838075214959,18.0808547182683,17.007579604216502,22.1343000170814,15.668485236590099,22.9755626963092,24.4902175327325,16.8524588163081,22.5273423148403,13.0773696648926,20.095358429785797,22.287947319350398,17.8699229093526,14.4939567809916,16.9894601999637,16.8756605002591,22.155849886681498,24.1142622427543,11.895447182736001,21.6407779821932,15.7266437849371,16.7650891164039,16.7662336485617
GSM94066,13.766338482654298,20.2920558285282,18.5806408614996,18.5783430962261,13.800982045278001,14.2359086840668,13.497675561354601,12.8493610350966,17.4694130620744,16.275424320945998,13.8160488268364,23.7415784705358,24.5282086240722,21.4434897913441,17.4427889716842,19.0713665017254,18.6214508151224,15.4092478299539,18.883335469465,19.7454341910185,17.1857335408484,19.6107922889985,12.9994967093613,16.4220205750807,20.222413622618397,18.6259981086837,18.163813476095,17.8700535297122,18.9831422150138,16.3729682407801,13.970639107771301,16.1016384887847,10.8336429327073,22.103192445071002,25.2296643291246,18.615006828593902,19.7130481480026,23.5297084068565,16.1558895591861,15.4381015829759,13.483637554200001,17.2877227748988,17.8060920207252,16.1706931903576,20.162764769191,13.1523569663684,15.9414842159936,12.6773827673832,15.8361248845512,22.602926428836902,17.992791256117798,18.6074822959544,20.450132564768204,15.3085390700362,19.0780351223133,14.9378617893885,17.740300613265802,14.50651303273,17.7991712464519,13.6549887610357,15.157918472227001,17.9894128480835,23.6651577318373,17.6120231880276,18.101858230969,16.9202181929343,17.649557715314298,21.2682774456621,17.5799359800254,20.5853399418409,15.7406748939143,15.339681827400799,17.3748999602475,21.7185662564461,18.3247489807039,16.807094657525198,21.5710684865144,12.5310205385657,15.918800717182,19.4062578278188,19.420563039533,15.1469856967131,16.1194357064902,19.9065472589472,11.492391777236099,16.8384569678251,15.6082313288389,16.7277733994617,18.1924979059524,18.9526356280021,18.3383236104996,13.5078064854193,11.9727925240634,14.916075256566701,18.660954630019198,21.236244420235,18.4054391909545,18.4156419791788,17.983422550729202,13.2906294461531,15.9031666094869,19.7202739097855,18.9014144139516,17.2333322289303,18.3594874807769,23.119574350616897,14.172776337584601,16.7593214492092,17.3508205733518,14.791009550213301,16.5888481328573,15.602148945970299,14.2631019077656,15.7205042988629,13.3831923971285,18.455003741050298,17.9091461243704,16.4800264124592,14.4200930309987,17.7091165591522,17.3268386581291,20.9909268691495,16.2090273942317,20.956090158842,24.822410168098,16.6199354973147,20.591066827735396,12.1210346077342,18.2538990637774,19.2168639439103,17.6428514960895,13.6795267612762,18.173097626855,16.3688399902592,21.3501590295961,21.5529780610818,12.048672042310699,20.4749088748967,14.8471945725849,13.0294671899527,17.005940214759402
GSM94067,13.570694431327901,23.6455431631094,18.470219758600802,18.492115343926802,15.416488874616402,15.882067172205002,12.5827233545229,14.7895558098027,19.073350331735398,18.89376229254,13.099739047655099,24.570734586561702,26.1307145969944,24.5477299068124,16.988187300808,19.7816517452181,22.2827923972469,13.8356764701151,18.7187186678089,22.3898906090744,18.6215005234973,19.8628678727632,11.593234949712901,16.6097629678465,19.396408235529098,18.3492655187844,18.5232761886173,20.8769749233672,20.0419590339858,16.5371026760804,14.0073188666755,15.9524040307356,11.657318510511601,22.6416915991839,25.3353362603983,18.2682653587166,19.0371176131177,24.9498576772729,17.947883774506902,18.9266623163454,12.4999399556863,14.5261075403143,17.7057924347871,16.6474943292712,22.5165047111792,13.936554516925801,14.2547757357003,15.026928832240001,15.483200940162101,23.1873793064884,18.4384530780281,17.5280586706412,21.6678839364144,14.4760721663741,19.6004478279723,14.7519403748289,16.6415391267546,13.1187545601614,16.9934680423702,15.1623321454629,14.2222312328186,18.038449777121,22.9589133973122,18.3586263481414,16.588680622452202,17.2453663743902,17.3219380734891,22.209354615765097,16.9702965431278,20.526914263816998,15.8678854100408,14.3476590310609,18.7803425555694,22.281869248914,19.604866790773702,16.7435711110478,23.3810212907184,11.781899651544801,15.846168015881801,20.160187978312003,20.511341411085,15.616332624859599,17.1738625677303,19.9109805054728,10.802419152065601,18.4608681455787,15.5329202111429,16.5374929993542,18.9246265634854,17.285155763642,19.4672724371396,13.4779856515064,11.7233723509589,15.392456791430899,18.5240918876875,23.297559979331,22.1775047242294,19.009710599679902,19.1922319909555,13.1154495252056,15.6518462107564,21.9937991958311,19.710082543353,17.6990011832516,17.1506199335555,24.8348480611386,14.1674039101778,17.052966690153898,18.3083690288655,15.7826814328188,16.7863985539742,15.8626487969722,14.2378834394745,16.0751105724039,13.6927764456815,17.472130127799602,15.916581856942301,16.6992906652058,13.927338331441298,17.2660226785844,16.6431352265943,22.7071220632325,15.850005372678899,22.0233472050771,24.6892376796656,16.8999525689018,22.5284459239797,14.3568125197444,19.5725639342796,20.692058351108898,18.108266954641902,12.4552109502925,16.768305442202,16.2504528133889,22.2046421074415,22.9849082289727,11.852916938945398,19.4524650031777,15.247776602921801,18.6556631271376,15.877471597505199
GSM94068,14.68410379537,21.5579221139203,19.3270563766689,17.979464569532798,15.5238977486644,15.9944797879675,14.4958695015631,11.9750996509819,18.180217435635498,16.6198140499813,13.4933235516586,24.0704645453394,25.0522319729215,21.7537448207398,17.8026516205665,19.0870882413586,18.9536679895315,14.4266098935811,18.170972395131,20.7673112180828,17.648929412282698,19.482458477575598,13.46104198202,15.718133008327799,19.2130329707311,18.5811649213854,17.9719566629704,18.112177562001598,18.8717646150954,17.7689977548282,16.0207346131022,15.9302597026263,13.2854580259058,22.3906472003433,25.3525369662451,18.6304517682287,19.8453521781472,23.6210802582102,16.9126966496594,15.946312325837798,13.3673719037611,15.9876637357295,17.5866724513085,15.280875000874,20.378382524449997,14.7275504483914,14.969319286153999,13.7488072265417,16.2932739870303,22.7875489591649,17.7626657169087,16.6295308661758,20.2487104100795,14.397853637765202,19.237198993702698,14.587594308767999,17.1996284948119,14.3801166560245,17.751262340982,15.2861606797898,14.9686052882928,17.4587363341101,24.4954247727963,18.3315857718631,17.6727481834548,16.2679932709987,17.7099657101931,20.6349519685943,17.217385695011,20.4707458776852,16.3865529717602,13.814762727508601,18.1355113015656,21.472634945757697,16.1860674988202,17.567397063803302,21.5203286430188,15.1817357715201,15.5350418365528,18.8771262409778,19.4253144766668,17.1918089105747,17.4483224371034,19.708098482157197,10.2830855838106,16.4961220924347,15.547481196286,14.5870292581267,18.45184747655,18.4403102662694,19.590243521845203,13.056039645745301,11.1913132594803,14.611759268300899,17.561554346677,22.013093344561597,18.996901292335,18.3901862072563,18.1293027778431,14.584136070679099,16.5913166824162,20.6259594804702,19.2019519262095,16.8918266803202,17.4167001134199,24.3211653396759,14.750709708357398,15.327456191820199,18.1297661849197,14.9809196420419,15.7043883871698,15.4999762651496,14.648349411643999,15.7933080790232,15.5864722855883,16.9450802305152,15.902149291118901,16.89720837407,15.0580590204994,16.778923189748202,17.9998372380955,21.8330672738889,16.1692799162577,21.1254018777975,24.511893914740803,17.0170419154231,20.854050992695,14.3632019011243,19.816320286426702,19.856982836122,17.5085101263673,15.629496867700901,17.1177155172018,15.9415451402264,20.7642462034579,22.512037947342698,12.825508707051,20.679282675669302,15.633606749489699,13.5057909669566,14.9290634336664
GSM94069,13.689737211433199,21.909975629959998,17.9389917841675,18.204272597497997,14.2103655102689,15.767719419410898,13.558601533226899,13.947155531389399,20.188370055991797,18.1286370005111,13.721036475380298,24.589191304176097,26.2057806343323,24.233144506445598,18.9027012809172,20.1696303059714,21.8275799466424,15.4948236673631,18.309213665491598,21.599906980096797,18.8193451708495,20.7177384488417,11.9351480963328,16.7149116033697,20.093456066848198,18.8977024157171,18.1765639699011,20.5355818919001,18.7862515504969,16.7613815786117,15.280041877448301,16.6738941169865,11.7383756497644,22.7998103535359,25.370865385346,18.0674988277964,19.7407213709361,24.7688346662561,17.2218464272384,18.355380487402698,12.0193873701294,14.568227198094299,17.2136078862578,16.8973394186512,22.7041194332241,12.6689858820159,13.409399753982301,13.2843375962742,15.350166912230101,22.675143408284,16.9853446393553,17.3216851091405,22.0190671013627,15.812721554543002,18.7634721715561,14.6216267581826,16.9854690455672,13.5710367861396,18.2953137695917,14.017458693453,14.086324967864801,17.665766948613598,22.6670648478115,20.6520924126619,18.0303894937412,18.056789751796998,18.1973741091727,21.6312496006983,18.0281760208352,20.4901132862015,16.2389904440851,14.6330794717181,17.1016557297223,21.863996430178098,19.5683496957847,16.5186080083965,23.5081500501345,13.0348269842627,15.6685958479674,20.209840932832602,20.6782710446942,15.3249509513192,17.2985250472824,19.8827960849103,12.1754163002796,18.4351887163705,16.8350848388842,19.2788655263059,18.6987878991664,17.4890241927535,17.5673297469653,12.246494613115699,12.135497981707799,14.6040574398208,18.5057241172843,21.864015524630396,23.0726034694243,19.113598155376298,19.7529889522927,13.3340690198984,16.7518014631871,21.593714352978,19.6864349161268,17.268566150626,17.3018242525159,24.356700109635902,14.223750534097299,18.3941025439295,18.647214754898002,15.2444740120996,16.1618509889134,15.721959602414099,14.5041216876995,21.1229757198848,13.2374479403453,18.4687277474032,17.3638646060324,16.9408324254109,14.1081988658125,17.6515895859047,17.1399880848136,22.3156738719874,15.4246656771294,23.1265709961273,24.824342626227903,17.3028859360652,22.3431374685935,13.354322895319,20.1216260235738,21.790096889153098,17.922736703373403,13.6354095455352,17.0085397453981,15.8513579359112,22.136316860297903,23.9772225783214,13.276093414335099,20.3577827498259,15.2318631946275,19.305758922769,18.1317631584673
GSM94070,16.4016903694602,20.199560988775296,18.5133145879013,19.2831409975999,14.008302020374598,14.3544374647595,12.735421496199299,14.5928642516541,18.881227307108098,15.960140137231999,14.6615628322193,22.761216033260297,24.0907086531306,20.8124429075083,17.4169962435511,19.2643487388786,18.5140431710507,15.0932316917723,18.5363037293602,20.751115558067,15.7246869476157,19.5539870428248,13.7521445503677,16.0435642351014,19.0752150106835,18.8027815410262,17.9714494150439,18.6385312830038,19.4386792227191,17.891382033772302,13.8878051806896,16.9091872400189,11.750000173438998,21.552706924697098,25.0859103070636,19.3684850177733,20.0528168356468,23.340927716407197,15.6848674290445,15.9660086903259,14.260745331314899,15.334392001110299,18.2666736992022,16.2835661977635,19.7207860584958,14.556280078696899,15.1329676747384,13.8793825917876,15.7075279982124,21.4720719377435,17.8694523269884,17.8538955768368,20.1061986089606,16.998196035291897,18.6434381696966,15.537412532394901,17.817926315719802,14.1512692884319,17.1999096351565,14.512495922967702,15.3108126589363,18.4690857873036,23.1727979506277,17.2338265793705,18.8246649499864,17.2891480159919,17.123312671517198,18.5728406653268,18.0346749535352,19.5526015830881,15.9626634697102,14.980041027158698,18.0386144403033,20.348649815493797,17.0997857122103,17.6310670474365,21.727710111719702,14.0170426628843,16.6207153817613,19.6369842397533,18.2905043700447,15.177286814244999,16.689128854221998,19.1546684718785,12.177366465716899,17.2374486907762,17.0486099495558,16.689128854221998,17.5956473597081,17.4487398999408,17.7794431120917,13.5633683189731,12.525623769496601,14.7522720341215,18.037107671078,20.099128570277898,18.4482619016475,18.2905043700447,16.8503858424287,14.2222312328186,17.0838546895571,18.961667807311102,19.1209332285437,17.728771483200102,17.4284037174708,24.0606057308818,17.4099112474949,16.3143714503326,18.126773240999302,13.238807806958,17.314666777665,14.9964246588119,13.2895122433736,15.896304331261499,14.725615029018599,18.9519653624399,17.0838546895571,17.653022088956302,13.5521460030704,14.8848897058114,18.1007062535674,18.93507969405,15.763461707048501,18.9284084240099,23.836214299314097,18.171664607353797,20.4924995302119,13.7590305805277,17.7013568463114,18.1083143750107,17.9484038499595,12.7062590067265,17.6747002118927,15.4016735954009,20.1590145527372,20.9768130618508,11.887698224233,19.897208614769,16.239059438852,15.509083943543,15.9706407125071
GSM94071,13.7837357434813,23.9747191046591,17.797837119161798,18.9017044265959,15.8510075166325,13.2464153901166,13.7730331250835,13.9963966509886,20.797782349922798,18.841373236625202,14.0977697366269,24.646526656456402,26.0854952006584,24.5303656776263,15.198595344238399,20.945041538131,20.8720247259464,15.4909070213553,18.4478209246415,22.491762993571598,19.2151879822392,20.673633936284503,11.8343585748314,16.4996834445414,19.5995026656287,19.0507699375849,18.4516325995063,20.6950685570429,19.8289057992386,15.953941589464499,13.757130762570998,15.7047876506951,11.1513339386442,22.7296718100555,25.317201791617002,17.853929123122,18.8852918944549,24.7178493541001,16.9298536362057,18.7472819961115,12.380350430907601,14.3534258722657,17.6784989997921,17.015312875018,22.8207703293868,12.948156568298,14.0634769228135,13.3940792121697,15.6720846958963,23.178379741092996,16.7659811894935,17.2738377927721,21.5876830081568,15.4153416192524,19.469888527595,14.051806373220701,16.712745994027,13.6365450268731,17.7886570070935,14.1404959616389,14.4094848907411,17.1539808825982,23.198645397457902,20.204706922527002,17.9172613533915,18.0036665424014,17.8241057081147,22.1847441400017,17.2548468610406,20.832364568718603,15.527162267439401,14.269344991052499,17.6589672646899,22.3194500845341,19.6675369099446,17.1663444158716,23.603754904236197,11.485858792962599,15.630209200635601,20.3920557332936,20.7094429209255,15.886342082275899,16.6755001581202,20.087903763405,12.1237183352276,17.2247476944908,15.188254410985,17.3436055588218,18.845991756821,17.7088817110657,19.890707554612902,12.348055520358102,11.8313326161874,14.831751250927601,18.8993780466607,22.847156818308,22.8420399085206,18.600444012961297,19.2468534523105,12.2688412403867,16.5669528342843,21.7085618919578,19.268247473485,16.9046567324499,17.5584192127954,25.229185396600098,14.2603272872852,16.9712675988878,18.202129682904,15.931085105015498,16.713430317106802,15.8193988334021,16.0362987841112,15.4733567448043,13.0704685802071,17.8912750865653,17.003833076831,16.7109597653564,13.836062513881,17.8276934556171,16.6147195240189,22.1127123723885,16.0070630263864,22.1281376538766,24.6548017173882,19.575315016441,22.564571719086103,13.167390100423798,20.623545113103702,23.833050789551603,17.818109800398602,13.6521856869283,16.8832062449588,16.8282293761033,22.064610120620397,25.2177001928106,11.7736092862785,21.024325854715503,15.1390384756939,17.9381236060388,16.2563109232885
